10 0.0022
15 0.0028
20 0.0036
25 0.0048
30 0.0058
35 0.006
40 0.0066
45 0.0074
50 0.0083
55 0.0092
60 0.0099
65 0.0106
70 0.0114
75 0.0123
80 0.0131
85 0.0138
90 0.0145
95 0.015
100 0.0161
